college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Rochester Institute of Technology,"Track and Field, Outdoor",Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Men,75,,$350 ,"$26,234 ",,,"$54,802 ",,"$54,802 ",
Hamilton College,"Track and Field, Outdoor",Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,32,,$400 ,"$12,800 ",,,"$53,444 ",,"$53,444 ",
SUNY College of Agriculture and Technology at Cobleskill,"Track and Field, Outdoor",Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Men,16,,"$2,194 ","$35,104 ",,,"$50,355 ",,"$50,355 ",
SUNY College at Plattsburgh,"Track and Field, Outdoor",Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Men,32,,$574 ,"$18,366 ",,,"$51,750 ",,"$48,789 ",
CUNY Queens College,"Track and Field, Outdoor",Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Men,20,,$356 ,"$7,121 ",,,"$48,731 ",,"$48,276 ",
United States Merchant Marine Academy,"Track and Field, Outdoor",Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Men,16,,"$1,107 ","$17,711 ",,,"$43,433 ",,"$43,433 ",
SUNY College of Technology at Alfred,"Track and Field, Outdoor",Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Men,29,,$520 ,"$15,083 ",,,"$43,247 ",,"$41,584 ",
Molloy College,"Track and Field, Outdoor",Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Men,17,,$481 ,"$8,185 ",,,"$38,555 ",,"$37,961 ",
CUNY Kingsborough Community College,"Track and Field, Outdoor",Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Men,12,,$384 ,"$4,602 ",,,"$21,679 ",,"$21,196 ",
Farmingdale State College,"Track and Field, Outdoor",Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Men,23,,$341 ,"$7,835 ",,,"$20,835 ",,"$20,835 ",
Herkimer County Community College,"Track and Field, Outdoor",Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Men,23,,$224 ,"$5,163 ",,,"$19,741 ",,"$19,741 ",
Finger Lakes Community College,"Track and Field, Outdoor",Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Men,20,,$451 ,"$9,015 ",,,"$18,415 ",,"$18,415 ",
Nassau Community College,"Track and Field, Outdoor",Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Men,12,,$120 ,"$1,440 ",,,"$16,617 ",,"$16,617 ",
Mohawk Valley Community College,"Track and Field, Outdoor",Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,30,,$304 ,"$9,120 ",,,"$16,220 ",,"$16,220 ",
CUNY City College,"Track and Field, Outdoor",New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Men,29,,$209 ,"$6,071 ",,,"$14,395 ",,"$14,395 ",
Alfred University,"Track and Field, Outdoor",Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Men,36,,$230 ,"$8,296 ",,,"$11,752 ",,"$11,752 ",
Manhattanville College,"Track and Field, Outdoor",Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,11,,$133 ,"$1,467 ",,,"$9,705 ",,"$10,965 ",
The Sage Colleges,"Track and Field, Outdoor",Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Men,11,,$216 ,"$2,378 ",,,"$9,330 ",,"$9,330 ",
Sullivan County Community College,"Track and Field, Outdoor",Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Men,11,,$436 ,"$4,801 ",,,"$8,607 ",,"$8,607 ",
Bard College,"Track and Field, Outdoor",Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Men,13,,$353 ,"$4,585 ",,,"$8,252 ",,"$8,252 ",
Albany College of Pharmacy and Health Sciences,"Track and Field, Outdoor",Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Men,13,,$267 ,"$3,474 ",,,"$7,911 ",,"$6,498 ",
CUNY Queensborough Community College,"Track and Field, Outdoor",Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Men,15,,$236 ,"$3,542 ",,,"$6,263 ",,"$6,263 ",
Pratt Institute-Main,"Track and Field, Outdoor",Brooklyn,Other,981,"2,146","3,127","Private nonprofit, 4-year or above",Men,5,,$443 ,"$2,216 ",,,"$5,076 ",,"$5,076 ",
Fashion Institute of Technology,"Track and Field, Outdoor",New York,NJCAA Division III,"1,033","6,359","7,392","Public, 4-year or above",Men,3,,$791 ,"$2,374 ",,,"$3,674 ",,"$3,674 ",
SUNY College at Cortland,"Track and Field, Outdoor",Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,64,,,$478 ,"$30,592 ",,"$61,961 ",,"$61,961 "
SUNY at Albany,"Track and Field, Outdoor",Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,56,,,"$1,485 ","$83,149 ",,"$456,215 ",,"$442,114 "
Roberts Wesleyan College,"Track and Field, Outdoor",Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Women,,44,,,$292 ,"$12,837 ",,"$63,529 ",,"$63,529 "
Rochester Institute of Technology,"Track and Field, Outdoor",Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Women,,40,,,$654 ,"$26,146 ",,"$53,396 ",,"$53,396 "
SUNY College at Plattsburgh,"Track and Field, Outdoor",Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Women,,35,,,$525 ,"$18,368 ",,"$51,749 ",,"$53,363 "
St Lawrence University,"Track and Field, Outdoor",Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,33,,,$705 ,"$23,249 ",,"$84,640 ",,"$84,640 "
Saint John Fisher College,"Track and Field, Outdoor",Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,33,,,"$1,001 ","$33,049 ",,"$72,310 ",,"$72,310 "
The Sage Colleges,"Track and Field, Outdoor",Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Women,,33,,,$216 ,"$7,133 ",,"$27,990 ",,"$27,990 "
Niagara University,"Track and Field, Outdoor",Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Women,,31,,,$890 ,"$27,588 ",,"$110,633 ",,"$110,633 "
St. Thomas Aquinas College,"Track and Field, Outdoor",Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Women,,30,,,$343 ,"$10,282 ",,"$88,097 ",,"$112,139 "
Vassar College,"Track and Field, Outdoor",Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Women,,27,,,$579 ,"$15,642 ",,"$61,623 ",,"$60,484 "
Fashion Institute of Technology,"Track and Field, Outdoor",New York,NJCAA Division III,"1,033","6,359","7,392","Public, 4-year or above",Women,,27,,,$791 ,"$21,367 ",,"$33,065 ",,"$33,065 "
LIU Brooklyn,"Track and Field, Outdoor",Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Women,,26,,,"$2,701 ","$70,222 ",,"$559,621 ",,"$559,621 "
Monroe College,"Track and Field, Outdoor",Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Women,,24,,,"$2,111 ","$50,665 ",,"$146,437 ",,"$146,437 "
Adelphi University,"Track and Field, Outdoor",Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,24,,,$406 ,"$9,734 ",,"$81,044 ",,"$81,044 "
Mohawk Valley Community College,"Track and Field, Outdoor",Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Women,,24,,,$304 ,"$7,296 ",,"$13,546 ",,"$13,546 "
Hamilton College,"Track and Field, Outdoor",Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,23,,,$546 ,"$12,561 ",,"$44,834 ",,"$44,834 "
CUNY Queens College,"Track and Field, Outdoor",Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Women,,21,,,$245 ,"$5,150 ",,"$43,434 ",,"$42,960 "
The College of Saint Rose,"Track and Field, Outdoor",Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Women,,20,,,$493 ,"$9,868 ",,"$69,236 ",,"$67,021 "
CUNY City College,"Track and Field, Outdoor",New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Women,,20,,,$303 ,"$6,051 ",,"$14,985 ",,"$15,149 "
Albany College of Pharmacy and Health Sciences,"Track and Field, Outdoor",Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Women,,20,,,$267 ,"$5,344 ",,"$9,781 ",,"$8,368 "
Molloy College,"Track and Field, Outdoor",Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Women,,18,,,$495 ,"$8,910 ",,"$39,110 ",,"$37,954 "
SUNY College of Technology at Alfred,"Track and Field, Outdoor",Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Women,,18,,,$512 ,"$9,218 ",,"$43,247 ",,"$32,971 "
Herkimer County Community College,"Track and Field, Outdoor",Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Women,,18,,,$287 ,"$5,163 ",,"$19,741 ",,"$19,741 "
Nassau Community College,"Track and Field, Outdoor",Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Women,,18,,,$120 ,"$2,160 ",,"$15,366 ",,"$15,366 "
Bard College,"Track and Field, Outdoor",Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Women,,18,,,$353 ,"$6,350 ",,"$10,017 ",,"$10,017 "
Dominican College of Blauvelt,"Track and Field, Outdoor",Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Women,,16,,,$381 ,"$6,088 ",,"$65,509 ",,"$65,509 "
Manhattanville College,"Track and Field, Outdoor",Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,14,,,$140 ,"$1,962 ",,"$10,200 ",,"$11,460 "
Alfred University,"Track and Field, Outdoor",Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Women,,14,,,$230 ,"$3,226 ",,"$6,682 ",,"$6,682 "
CUNY Queensborough Community College,"Track and Field, Outdoor",Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Women,,14,,,$228 ,"$3,198 ",,"$5,919 ",,"$5,919 "
Farmingdale State College,"Track and Field, Outdoor",Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Women,,13,,,$341 ,"$4,429 ",,"$17,429 ",,"$17,429 "
United States Merchant Marine Academy,"Track and Field, Outdoor",Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Women,,8,,,"$1,090 ","$8,723 ",,"$19,189 ",,"$19,189 "
CUNY Kingsborough Community College,"Track and Field, Outdoor",Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Women,,8,,,$428 ,"$3,424 ",,"$16,939 ",,"$17,890 "
Finger Lakes Community College,"Track and Field, Outdoor",Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Women,,8,,,$719 ,"$5,753 ",,"$15,153 ",,"$15,153 "
Pratt Institute-Main,"Track and Field, Outdoor",Brooklyn,Other,981,"2,146","3,127","Private nonprofit, 4-year or above",Women,,6,,,$443 ,"$2,659 ",,"$5,528 ",,"$5,528 "
SUNY College of Agriculture and Technology at Cobleskill,"Track and Field, Outdoor",Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Women,,4,,,"$2,194 ","$8,775 ",,"$24,026 ",,"$24,026 "
Sullivan County Community College,"Track and Field, Outdoor",Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Women,,3,,,$436 ,"$1,309 ",,"$2,347 ",,"$2,347 "
Hofstra University,"Track and Field, X-Country",Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Men,7,,"$3,833 ","$26,831 ",,,"$232,375 ",,"$232,375 ",
Monroe College,"Track and Field, X-Country",Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Men,13,,"$5,727 ","$74,450 ",,,"$163,796 ",,"$163,796 ",
New York Institute of Technology,"Track and Field, X-Country",Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Men,12,,$758 ,"$9,097 ",,,"$135,414 ",,"$135,414 ",
Concordia College-New York,"Track and Field, X-Country",Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Men,6,,$392 ,"$2,354 ",,,"$133,209 ",,"$133,209 ",
Nyack College,"Track and Field, X-Country",Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Men,8,,"$1,814 ","$14,515 ",,,"$128,308 ",,"$128,308 ",
Siena College,"Track and Field, X-Country",Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Men,15,,"$1,621 ","$24,310 ",,,"$127,715 ",,"$127,715 ",
St. Thomas Aquinas College,"Track and Field, X-Country",Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Men,12,,$725 ,"$8,700 ",,,"$80,379 ",,"$123,659 ",
Adelphi University,"Track and Field, X-Country",Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Men,18,,"$3,347 ","$60,240 ",,,"$88,336 ",,"$88,336 ",
Niagara University,"Track and Field, X-Country",Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Men,9,,"$1,489 ","$13,403 ",,,"$80,678 ",,"$80,678 ",
Roberts Wesleyan College,"Track and Field, X-Country",Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Men,16,,"$1,056 ","$16,898 ",,,"$75,014 ",,"$75,014 ",
St Bonaventure University,"Track and Field, X-Country",Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Men,12,,"$1,361 ","$16,332 ",,,"$65,518 ",,"$65,518 ",
Vassar College,"Track and Field, X-Country",Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Men,16,,$595 ,"$9,514 ",,,"$52,681 ",,"$52,481 ",
Pace University-New York,"Track and Field, X-Country",New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Men,11,,$718 ,"$7,902 ",,,"$51,401 ",,"$51,351 ",
St Lawrence University,"Track and Field, X-Country",Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Men,26,,$590 ,"$15,331 ",,,"$50,509 ",,"$50,509 ",
SUNY College at Cortland,"Track and Field, X-Country",Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Men,34,,$687 ,"$23,374 ",,,"$48,532 ",,"$48,532 ",
Hamilton College,"Track and Field, X-Country",Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,14,,$703 ,"$9,843 ",,,"$47,815 ",,"$47,815 ",
State University of New York at New Paltz,"Track and Field, X-Country",New Paltz,NCAA Division III (without football),"2,299","3,751","6,050","Public, 4-year or above",Men,15,,"$1,249 ","$18,738 ",,,"$46,496 ",,"$46,496 ",
United States Merchant Marine Academy,"Track and Field, X-Country",Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Men,14,,"$1,311 ","$18,357 ",,,"$43,935 ",,"$43,935 ",
Molloy College,"Track and Field, X-Country",Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Men,9,,"$1,391 ","$12,515 ",,,"$45,476 ",,"$43,111 ",
Saint John Fisher College,"Track and Field, X-Country",Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Men,22,,$432 ,"$9,514 ",,,"$42,330 ",,"$42,330 ",
SUNY College of Agriculture and Technology at Cobleskill,"Track and Field, X-Country",Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Men,12,,"$1,714 ","$20,573 ",,,"$40,539 ",,"$40,539 ",
Rochester Institute of Technology,"Track and Field, X-Country",Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Men,20,,$590 ,"$11,790 ",,,"$40,102 ",,"$40,102 ",
Clarkson University,"Track and Field, X-Country",Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Men,24,,$597 ,"$14,335 ",,,"$36,436 ",,"$36,438 ",
SUNY College at Plattsburgh,"Track and Field, X-Country",Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Men,12,,$776 ,"$9,308 ",,,"$44,771 ",,"$33,773 ",
The College of Saint Rose,"Track and Field, X-Country",Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Men,14,,"$1,280 ","$17,918 ",,,"$32,866 ",,"$32,866 ",
SUNY at Albany,"Track and Field, X-Country",Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Men,17,,"$1,737 ","$29,522 ",,,"$36,168 ",,"$32,685 ",
Hartwick College,"Track and Field, X-Country",Oneonta,NAIA Division III,591,915,"1,506","Private nonprofit, 4-year or above",Men,11,,$738 ,"$8,113 ",,,"$26,930 ",,"$26,930 ",
Finger Lakes Community College,"Track and Field, X-Country",Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Men,7,,"$1,386 ","$9,703 ",,,"$25,127 ",,"$25,127 ",
Berkeley College-New York,"Track and Field, X-Country",New York,Other,"1,449","2,433","3,882","Private for-profit, 4-year or above",Men,7,,"$3,054 ","$21,377 ",,,"$24,378 ",,"$24,378 ",
Paul Smiths College of Arts and Science,"Track and Field, X-Country",Paul Smiths,Other,570,311,881,"Private nonprofit, 4-year or above",Men,13,,"$1,046 ","$13,593 ",,,"$24,269 ",,"$24,269 ",
Hobart William Smith Colleges,"Track and Field, X-Country",Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Men,18,,$773 ,"$13,906 ",,,"$24,053 ",,"$24,053 ",
SUNY Institute of Technology at Utica-Rome,"Track and Field, X-Country",Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Men,14,,$924 ,"$12,941 ",,,"$24,515 ",,"$23,940 ",
Sarah Lawrence College,"Track and Field, X-Country",Bronxville,Other,385,966,"1,351","Private nonprofit, 4-year or above",Men,5,,$624 ,"$3,119 ",,,"$23,794 ",,"$23,794 ",
Morrisville State College,"Track and Field, X-Country",Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Men,15,,$690 ,"$10,350 ",,,"$21,966 ",,"$21,966 ",
Dowling College,"Track and Field, X-Country",Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Men,7,,$635 ,"$4,446 ",,,"$21,396 ",,"$21,396 ",
CUNY Kingsborough Community College,"Track and Field, X-Country",Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Men,10,,"$1,000 ","$10,000 ",,,"$21,959 ",,"$20,920 ",
CUNY John Jay College of Criminal Justice,"Track and Field, X-Country",New York,NCAA Division III (without football),"4,393","5,826","10,219","Public, 4-year or above",Men,9,,$276 ,"$2,487 ",,,"$20,912 ",,"$20,912 ",
SUNY College of Technology at Alfred,"Track and Field, X-Country",Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Men,21,,$227 ,"$4,765 ",,,"$22,400 ",,"$20,326 ",
CUNY Queens College,"Track and Field, X-Country",Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Men,10,,$274 ,"$2,738 ",,,"$19,342 ",,"$19,342 ",
SUNY Maritime College,"Track and Field, X-Country",Throggs Neck,NCAA Division III (with football),"1,419",160,"1,579","Public, 4-year or above",Men,13,,$769 ,"$9,991 ",,,"$15,390 ",,"$18,939 ",
Keuka College,"Track and Field, X-Country",Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Men,9,,$834 ,"$7,506 ",,,"$18,815 ",,"$18,815 ",
SUNY College at Old Westbury,"Track and Field, X-Country",Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Men,7,,"$1,519 ","$10,631 ",,,"$18,409 ",,"$18,409 ",
Onondaga Community College,"Track and Field, X-Country",Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Men,9,,$906 ,"$8,150 ",,,"$16,689 ",,"$17,647 ",
Yeshiva University,"Track and Field, X-Country",New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Men,11,,$892 ,"$9,807 ",,,"$16,827 ",,"$16,827 ",
The Sage Colleges,"Track and Field, X-Country",Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Men,6,,$546 ,"$3,275 ",,,"$16,677 ",,"$16,677 ",
CUNY Bernard M Baruch College,"Track and Field, X-Country",New York,NCAA Division III (without football),"5,673","5,123","10,796","Public, 4-year or above",Men,6,,$772 ,"$4,629 ",,,"$17,356 ",,"$15,765 ",
SUNY at Purchase College,"Track and Field, X-Country",Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Men,8,,$542 ,"$4,337 ",,,"$16,000 ",,"$15,530 ",
SUNY College of Technology at Canton,"Track and Field, X-Country",Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Men,12,,$556 ,"$6,668 ",,,"$18,182 ",,"$14,964 ",
Herkimer County Community College,"Track and Field, X-Country",Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Men,8,,$279 ,"$2,231 ",,,"$14,309 ",,"$14,309 ",
College of Staten Island CUNY,"Track and Field, X-Country",Staten Island,NCAA Division III (without football),"4,528","5,493","10,021","Public, 4-year or above",Men,12,,$739 ,"$8,870 ",,,"$14,145 ",,"$14,145 ",
Manhattanville College,"Track and Field, X-Country",Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,4,,$152 ,$609 ,,,"$12,246 ",,"$13,059 ",
SUNY College at Potsdam,"Track and Field, X-Country",Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Men,11,,$491 ,"$5,403 ",,,"$13,045 ",,"$13,045 ",
Farmingdale State College,"Track and Field, X-Country",Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Men,13,,$307 ,"$3,987 ",,,"$12,987 ",,"$12,987 ",
College of Mount Saint Vincent,"Track and Field, X-Country",Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Men,9,,$733 ,"$6,600 ",,,"$12,714 ",,"$12,942 ",
Medaille College,"Track and Field, X-Country",Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Men,9,,$610 ,"$5,487 ",,,"$13,192 ",,"$12,706 ",
SUNY Broome Community College,"Track and Field, X-Country",Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Men,9,,$848 ,"$7,632 ",,,"$12,428 ",,"$12,428 ",
CUNY City College,"Track and Field, X-Country",New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Men,16,,$220 ,"$3,526 ",,,"$15,154 ",,"$12,145 ",
Sullivan County Community College,"Track and Field, X-Country",Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Men,7,,"$1,181 ","$8,269 ",,,"$11,995 ",,"$11,995 ",
Mohawk Valley Community College,"Track and Field, X-Country",Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,12,,$487 ,"$5,844 ",,,"$11,627 ",,"$11,627 ",
Nassau Community College,"Track and Field, X-Country",Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Men,4,,$357 ,"$1,428 ",,,"$11,535 ",,"$11,535 ",
Hudson Valley Community College,"Track and Field, X-Country",Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Men,5,,"$1,441 ","$7,203 ",,,"$10,616 ",,"$10,616 ",
SUNY College of Environmental Science and Forestry,"Track and Field, X-Country",Syracuse,Other,919,751,"1,670","Public, 4-year or above",Men,18,,$372 ,"$6,694 ",,,"$9,985 ",,"$10,194 ",
CUNY Brooklyn College,"Track and Field, X-Country",Brooklyn,NCAA Division III (without football),"4,115","5,697","9,812","Public, 4-year or above",Men,10,,$553 ,"$5,530 ",,,"$9,988 ",,"$9,988 ",
Bard College,"Track and Field, X-Country",Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Men,9,,$542 ,"$4,879 ",,,"$8,883 ",,"$8,883 ",
Wells College,"Track and Field, X-Country",Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Men,7,,$445 ,"$3,115 ",,,"$8,846 ",,"$8,846 ",
Alfred University,"Track and Field, X-Country",Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Men,12,,$143 ,"$1,715 ",,,"$8,817 ",,"$8,817 ",
Hilbert College,"Track and Field, X-Country",Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,12,,$339 ,"$4,068 ",,,"$8,635 ",,"$8,635 ",
Albany College of Pharmacy and Health Sciences,"Track and Field, X-Country",Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Men,10,,$269 ,"$2,685 ",,,"$6,918 ",,"$8,312 ",
D'Youville College,"Track and Field, X-Country",Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Men,10,,$556 ,"$5,559 ",,,"$8,059 ",,"$8,059 ",
CUNY Queensborough Community College,"Track and Field, X-Country",Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Men,11,,$379 ,"$4,169 ",,,"$6,890 ",,"$6,890 ",
Cazenovia College,"Track and Field, X-Country",Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Men,6,,$565 ,"$3,387 ",,,"$5,544 ",,"$5,544 ",
Dutchess Community College,"Track and Field, X-Country",Poughkeepsie,NJCAA Division III,"2,316","2,289","4,605","Public, 2-year",Men,3,,$280 ,$839 ,,,"$5,508 ",,"$4,990 ",
Vaughn College of Aeronautics and Technology,"Track and Field, X-Country",Flushing,Other,"1,092",169,"1,261","Private nonprofit, 4-year or above",Men,8,,$172 ,"$1,375 ",,,"$4,475 ",,"$4,475 ",
Pratt Institute-Main,"Track and Field, X-Country",Brooklyn,Other,981,"2,146","3,127","Private nonprofit, 4-year or above",Men,3,,$502 ,"$1,506 ",,,"$4,390 ",,"$4,390 ",
SUNY College at Cortland,"Track and Field, X-Country",Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,40,,,$587 ,"$23,461 ",,"$48,619 ",,"$48,619 "
